time,flow,acc_precip,mean_pressure,mean_radiation,mean_relative_hum,mean_temp,temp_grass,temp_soil_10,temp_soil_30
2023-11-16 17:00:00,2950.65575,0.0,1011.8,0.0,92.2,3.5,3.5,7.0,7.9
2023-11-16 18:00:00,2698.550583333332,0.1,1012.0,0.0,92.7,3.3,3.4,7.0,7.9
2023-11-16 19:00:00,2692.0218333333346,0.0,1012.1,0.0,92.0,3.2,3.3,6.9,7.9
2023-11-16 20:00:00,2733.2938333333336,0.0,1012.0,0.0,89.0,3.4,3.2,7.0,7.9
2023-11-16 21:00:00,2686.914590163935,0.0,1012.2,0.0,87.2,3.2,2.8,6.9,7.9
2023-11-16 22:00:00,2905.814499999999,0.0,1012.4,0.0,88.3,3.0,2.7,6.9,7.9
2023-11-16 23:00:00,3337.89,0.0,1012.8,0.0,89.2,2.9,2.8,6.9,7.9
2023-11-17 00:00:00,3336.6953220338983,0.0,1013.2,0.0,89.7,2.7,2.7,6.8,7.9
2023-11-17 01:00:00,3335.5006440677967,0.0,1013.4,0.0,91.0,2.6,2.6,6.8,7.9
2023-11-17 02:00:00,3334.305966101695,0.0,1013.5,0.0,91.3,2.8,2.4,6.8,7.9
2023-11-17 03:00:00,,0.0,1013.9,0.0,91.7,3.1,3.0,6.8,7.9
2023-11-17 04:00:00,,0.0,1014.4,0.0,93.0,3.1,3.1,6.8,7.9
2023-11-17 05:00:00,,0.0,1014.8,0.0,93.8,3.2,3.2,6.8,7.8
2023-11-17 06:00:00,,0.0,1015.2,0.0,95.2,3.2,3.3,6.8,7.8
2023-11-17 07:00:00,,0.0,1015.6,1.0,96.0,3.2,3.3,6.7,7.8
2023-11-17 08:00:00,,0.0,1016.4,22.0,95.8,3.3,3.1,6.7,7.8
2023-11-17 09:00:00,,0.0,1017.0,49.0,94.0,3.8,4.4,6.7,7.8
2023-11-17 10:00:00,,0.0,1017.6,55.0,92.3,4.3,5.0,6.7,7.8
2023-11-17 11:00:00,,0.0,1018.0,70.0,91.8,4.5,5.3,6.7,7.8
2023-11-17 12:00:00,,0.0,1018.5,78.0,89.2,4.7,5.4,6.8,7.8
2023-11-17 13:00:00,,0.0,1019.0,80.0,87.5,4.8,5.3,6.8,7.8
2023-11-17 14:00:00,,0.0,1019.5,53.0,87.5,4.9,5.2,6.8,7.8
2023-11-17 15:00:00,,0.0,1020.2,22.0,88.7,4.7,4.7,6.8,7.8
2023-11-17 16:00:00,,0.0,1020.8,3.0,93.0,3.4,2.2,6.8,7.8
2023-11-17 17:00:00,,0.0,1021.6,0.0,95.8,0.4,-0.4,6.8,7.8
2023-11-17 18:00:00,,0.0,1022.3,0.0,98.0,0.7,-0.9,6.8,7.8
2023-11-17 19:00:00,,0.0,1022.7,0.0,98.0,0.0,-1.1,6.7,7.8
2023-11-17 20:00:00,,0.0,1023.2,0.0,98.8,0.4,-1.3,6.7,7.8
2023-11-17 21:00:00,,0.0,1023.3,0.0,99.0,1.0,-0.4,6.6,7.8
2023-11-17 22:00:00,,0.0,1023.4,0.0,99.0,-0.4,-0.7,6.5,7.8
2023-11-17 23:00:00,,0.0,1024.0,0.0,99.2,-1.4,-1.9,6.5,7.7
2023-11-18 00:00:00,,0.0,1024.5,0.0,99.7,-1.1,-1.8,6.4,7.7
2023-11-18 01:00:00,,0.0,1025.0,0.0,100.0,-0.3,-0.5,6.4,7.7
2023-11-18 02:00:00,,0.0,1024.7,0.0,99.3,-0.9,-0.9,6.3,7.7
2023-11-18 03:00:00,,0.0,1024.3,0.0,99.0,-2.5,-2.4,6.2,7.7
2023-11-18 04:00:00,,0.0,1024.4,0.0,99.0,-3.1,-3.6,6.2,7.7
2023-11-18 05:00:00,,0.0,1024.7,0.0,99.0,-3.3,-4.1,6.1,7.6
2023-11-18 06:00:00,,0.0,1024.4,0.0,99.0,-3.7,-4.5,6.0,7.6
2023-11-18 07:00:00,,0.0,1024.4,1.0,99.0,-3.1,-3.5,5.9,7.6
2023-11-18 08:00:00,,0.0,1024.3,25.0,98.7,-2.5,-2.4,5.8,7.6
2023-11-18 09:00:00,,0.0,1024.2,103.0,98.7,-1.2,-1.6,5.7,7.5
2023-11-18 10:00:00,,0.0,1024.1,139.0,98.0,0.5,0.8,5.7,7.5
2023-11-18 11:00:00,,0.0,1023.5,280.0,90.5,3.2,3.9,5.6,7.5
2023-11-18 12:00:00,,0.0,1022.8,285.0,74.5,4.9,5.1,5.6,7.4
2023-11-18 13:00:00,,0.0,1022.0,164.0,73.3,4.8,4.3,5.6,7.4
2023-11-18 14:00:00,,0.0,1021.4,47.0,77.7,4.1,3.7,5.6,7.4
2023-11-18 15:00:00,,0.0,1020.6,17.0,84.2,3.8,3.4,5.6,7.3
2023-11-18 16:00:00,,0.0,1019.8,1.0,85.2,3.8,3.4,5.6,7.3
2023-11-18 17:00:00,,0.0,1019.0,0.0,83.5,4.0,3.4,5.7,7.3
2023-11-18 18:00:00,,0.0,1018.2,0.0,83.3,4.4,3.9,5.7,7.2
2023-11-18 19:00:00,,0.0,1017.4,0.0,84.2,4.4,4.0,5.7,7.3
2023-11-18 20:00:00,,0.0,1016.6,0.0,86.3,4.3,3.9,5.7,7.3
2023-11-18 21:00:00,,0.2,1015.3,0.0,91.2,4.0,3.8,5.8,7.2
2023-11-18 22:00:00,,0.0,1013.9,0.0,91.7,4.0,3.7,5.8,7.2
2023-11-18 23:00:00,,0.1,1012.1,0.0,91.7,4.3,4.0,5.8,7.2
2023-11-19 00:00:00,,0.1,1010.8,0.0,90.3,4.5,4.2,5.8,7.2
2023-11-19 01:00:00,,0.4,1009.4,0.0,92.7,4.6,4.4,5.8,7.2
