time,acc_precip,mean_pressure,mean_radiation,mean_relative_hum,mean_temp,temp_grass,temp_soil_10,temp_soil_30
2023-11-17 19:00:00,0.0,1022.7,0.0,98.0,0.0,-1.1,6.7,7.8
2023-11-17 20:00:00,0.0,1023.2,0.0,98.8,0.4,-1.3,6.7,7.8
2023-11-17 21:00:00,0.0,1023.3,0.0,99.0,1.0,-0.4,6.6,7.8
2023-11-17 22:00:00,0.0,1023.4,0.0,99.0,-0.4,-0.7,6.5,7.8
2023-11-17 23:00:00,0.0,1024.0,0.0,99.2,-1.4,-1.9,6.5,7.7
2023-11-18 00:00:00,0.0,1024.5,0.0,99.7,-1.1,-1.8,6.4,7.7
2023-11-18 01:00:00,0.0,1025.0,0.0,100.0,-0.3,-0.5,6.4,7.7
2023-11-18 02:00:00,0.0,1024.7,0.0,99.3,-0.9,-0.9,6.3,7.7
2023-11-18 03:00:00,0.0,1024.3,0.0,99.0,-2.5,-2.4,6.2,7.7
2023-11-18 04:00:00,0.0,1024.4,0.0,99.0,-3.1,-3.6,6.2,7.7
2023-11-18 05:00:00,0.0,1024.7,0.0,99.0,-3.3,-4.1,6.1,7.6
2023-11-18 06:00:00,0.0,1024.4,0.0,99.0,-3.7,-4.5,6.0,7.6
2023-11-18 07:00:00,0.0,1024.4,1.0,99.0,-3.1,-3.5,5.9,7.6
2023-11-18 08:00:00,0.0,1024.3,25.0,98.7,-2.5,-2.4,5.8,7.6
2023-11-18 09:00:00,0.0,1024.2,103.0,98.7,-1.2,-1.6,5.7,7.5
2023-11-18 10:00:00,0.0,1024.1,139.0,98.0,0.5,0.8,5.7,7.5
2023-11-18 11:00:00,0.0,1023.5,280.0,90.5,3.2,3.9,5.6,7.5
2023-11-18 12:00:00,0.0,1022.8,285.0,74.5,4.9,5.1,5.6,7.4
2023-11-18 13:00:00,0.0,1022.0,164.0,73.3,4.8,4.3,5.6,7.4
2023-11-18 14:00:00,0.0,1021.4,47.0,77.7,4.1,3.7,5.6,7.4
2023-11-18 15:00:00,0.0,1020.6,17.0,84.2,3.8,3.4,5.6,7.3
2023-11-18 16:00:00,0.0,1019.8,1.0,85.2,3.8,3.4,5.6,7.3
2023-11-18 17:00:00,0.0,1019.0,0.0,83.5,4.0,3.4,5.7,7.3
2023-11-18 18:00:00,0.0,1018.2,0.0,83.3,4.4,3.9,5.7,7.2
2023-11-18 19:00:00,0.0,1017.4,0.0,84.2,4.4,4.0,5.7,7.3
2023-11-18 20:00:00,0.0,1016.6,0.0,86.3,4.3,3.9,5.7,7.3
2023-11-18 21:00:00,0.2,1015.3,0.0,91.2,4.0,3.8,5.8,7.2
2023-11-18 22:00:00,0.0,1013.9,0.0,91.7,4.0,3.7,5.8,7.2
2023-11-18 23:00:00,0.1,1012.1,0.0,91.7,4.3,4.0,5.8,7.2
2023-11-19 00:00:00,0.1,1010.8,0.0,90.3,4.5,4.2,5.8,7.2
2023-11-19 01:00:00,0.4,1009.4,0.0,92.7,4.6,4.4,5.8,7.2
2023-11-19 02:00:00,0.1,1007.6,0.0,93.3,4.6,4.4,5.9,7.2
2023-11-19 03:00:00,0.0,1006.1,0.0,91.0,4.7,4.4,5.9,7.2
2023-11-19 04:00:00,0.0,1004.6,0.0,92.5,4.9,4.6,5.9,7.1
2023-11-19 05:00:00,0.6,1003.6,0.0,93.3,4.9,4.8,5.9,7.2
2023-11-19 06:00:00,1.4,1002.6,0.0,96.8,4.6,4.5,6.0,7.2
2023-11-19 07:00:00,0.8,1001.8,0.0,97.5,4.6,4.6,6.0,7.1
2023-11-19 08:00:00,2.3,1001.5,4.0,98.0,4.8,4.8,6.0,7.1
2023-11-19 09:00:00,0.8,1001.1,14.0,98.0,5.0,5.1,6.0,7.2
2023-11-19 10:00:00,0.8,1001.0,19.0,98.3,5.2,5.3,6.0,7.1
2023-11-19 11:00:00,0.5,1000.7,24.0,99.0,5.1,5.3,6.1,7.1
2023-11-19 12:00:00,0.6,1000.5,29.0,99.0,5.3,5.5,6.1,7.2
2023-11-19 13:00:00,0.4,1000.3,43.0,99.0,5.6,5.9,6.1,7.1
2023-11-19 14:00:00,0.4,1000.2,17.0,99.0,5.7,5.9,6.2,7.1
2023-11-19 15:00:00,1.2,1000.3,10.0,99.0,5.9,6.0,6.2,7.1
2023-11-19 16:00:00,0.0,1000.5,1.0,99.0,5.7,5.8,6.2,7.1
2023-11-19 17:00:00,0.2,1000.8,0.0,99.0,5.8,5.9,6.2,7.2
2023-11-19 18:00:00,0.1,1001.1,0.0,99.3,6.1,6.1,6.3,7.2
2023-11-19 19:00:00,0.2,1001.5,0.0,99.5,6.1,6.2,6.3,7.2
2023-11-19 20:00:00,0.0,1001.8,0.0,100.0,6.1,6.1,6.3,7.2
2023-11-19 21:00:00,0.4,1002.2,0.0,100.0,5.9,6.0,6.4,7.2
2023-11-19 22:00:00,0.1,1002.6,0.0,100.0,5.9,6.0,6.4,7.2
2023-11-19 23:00:00,0.5,1002.7,0.0,99.8,5.9,6.0,6.4,7.2
2023-11-20 00:00:00,0.0,1003.0,0.0,100.0,5.9,6.0,6.5,7.2
2023-11-20 01:00:00,0.1,1003.3,0.0,100.0,5.9,6.0,6.5,7.2
2023-11-20 02:00:00,0.0,1003.7,0.0,100.0,5.9,6.0,6.5,7.2
2023-11-20 03:00:00,0.0,1003.9,0.0,100.0,5.8,5.9,6.5,7.3
2023-11-20 04:00:00,0.0,1004.1,0.0,100.0,5.8,5.9,6.5,7.3
2023-11-20 05:00:00,0.2,1004.3,0.0,100.0,5.8,5.9,6.6,7.2
